survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,ibiz_rating,features_rating,security_rating,dept_org_unit,prod_type,age
New Account,1/18/2020,7,7,10,,,,,,,,CB ,Deposits,42
Loan,1/18/2020,7,7,10,,,,,,,,CB ,Loans,76
Loan,1/18/2020,7,7,10,,,,,,,,CB ,Loans,72
Business Banking,1/30/2020,7,7,10,,,,,,,,BB ,Deposits,
Closed Account,1/18/2020,7,7,10,,,,,,,,CB ,Deposits,79
Retail Banking,1/23/2020,6,1,0,,,,,,,,PB ,Loans,56
Retail Banking,1/18/2020,7,7,10,,,,,,,,CB ,Deposits,41
Retail Banking,1/18/2020,7,7,10,,,,,,,,CB ,Deposits,86
Business Banking,1/19/2020,3,5,0,,,,,,,,CB ,Deposits,
New Account,1/20/2020,7,7,10,,,,,,,,CB ,Deposits,56
New Account,1/20/2020,7,7,10,,,,,,,,CB ,Deposits,74
Business Banking,1/20/2020,7,7,8,,,,,,,,BB ,Deposits,
Business Banking,1/20/2020,6,5,8,,,,,,,,CB ,Deposits,
Loan,1/20/2020,7,5,7,,,,,,,,CB ,Loans,69
Business Banking,1/21/2020,7,4,10,,,,,,,,BB ,Deposits,
Loan,1/23/2020,7,7,10,,,,,,,,CB ,Loans,54
Closed Account,1/18/2020,7,7,10,,,,,,,,CB ,Loans,73
Closed Account,1/17/2020,7,7,10,,,,,,,,PB ,Loans,72
Loan,1/18/2020,7,7,10,,,,,,,,CB ,Loans,63
New Account,1/29/2020,7,7,10,,,,,,,,CB ,Deposits,60
New Account,1/29/2020,7,7,10,,,,,,,,CB ,Deposits,34
Business Banking,1/29/2020,6,7,9,,,,,,,,BB ,Deposits,
New Account,1/10/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,1/10/2020,7,7,9,,,,,,,,CB ,Deposits,25
Retail Banking,1/10/2020,7,7,10,,,,,,,,CB ,Deposits,89
Business Banking,1/29/2020,6,5,9,,,,,,,,BB ,Deposits,
Digital Banking,1/28/2020,5,3,2,4,4,2,2,,3,5,BB ,Deposits,71
Closed Account,1/17/2020,7,7,10,,,,,,,,CB ,Loans,32
Digital Banking,1/23/2020,5,7,8,7,7,3,4,,7,7,CB ,Deposits,24
Digital Banking,1/23/2020,5,7,10,7,7,7,1,,4,7,CB ,Deposits,58
Retail Banking,1/23/2020,7,7,10,,,,,,,,CB ,Loans,62
New Account,1/23/2020,7,7,10,,,,,,,,CB ,Deposits,62
Digital Banking,1/18/2020,3,5,8,6,5,5,5,,1,6,BB ,Deposits,65
New Account,1/23/2020,7,7,10,,,,,,,,CB ,Deposits,30
Mortgage Post Application,1/18/2020,7,7,10,,,,,,,,,,30
Mortgage Post Application,1/18/2020,7,7,10,,,,,,,,,,35
Business Banking,1/23/2020,4,3,5,,,,,,,,BB ,Deposits,
Retail Banking,1/23/2020,7,7,10,,,,,,,,CB ,Deposits,78
New Account,1/24/2020,7,7,10,,,,,,,,CB ,Deposits,37
Loan,1/24/2020,7,7,10,,,,,,,,CB ,Loans,63
Retail Banking,1/24/2020,7,n/a,10,,,,,,,,CB ,Deposits,76
New Account,1/29/2020,7,7,10,,,,,,,,CB ,Deposits,
Loan,1/23/2020,6,6,5,,,,,,,,CB ,Loans,44
Digital Banking,2/12/2020,7,7,9,7,7,7,7,,7,7,CB ,Deposits,59
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,64
Digital Banking,2/11/2020,2,4,4,1,1,3,1,,1,3,PB ,Deposits,71
New Account,2/11/2020,7,7,10,,,,,,,,CB ,Deposits,31
New Account,2/6/2020,7,7,10,,,,,,,,CB ,Deposits,35
Digital Banking,2/6/2020,7,6,9,7,5,6,6,,7,7,BB ,Deposits,
Loan,2/6/2020,7,5,7,,,,,,,,CB ,Loans,68
Digital Banking,2/6/2020,6,6,8,6,6,6,6,,6,6,CB ,Loans,67
Digital Banking,2/6/2020,6,4,3,3,3,3,3,,3,5,CB ,Loans,85
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,20
Retail Banking,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,81
New Account,2/13/2020,7,7,10,,,,,,,,CB ,Deposits,46
New Account,2/12/2020,6,6,8,,,,,,,,CB ,Deposits,70
Business Banking,2/19/2020,7,7,10,,,,,,,,BB ,Loans,
New Account,2/12/2020,7,7,10,,,,,,,,CB ,Deposits,39
New Account,2/12/2020,7,6,8,,,,,,,,CB ,Deposits,23
New Account,2/11/2020,7,7,10,,,,,,,,CB ,Deposits,32
Business Banking,2/11/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/11/2020,6,6,10,,,,,,,,CB ,Loans,39
Mortgage Post Application,2/11/2020,1,7,10,,,,,,,,,,57
Mortgage Post Application,2/11/2020,7,7,10,,,,,,,,,,38
Digital Banking,2/11/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,50
Retail Banking,2/11/2020,1,1,0,,,,,,,,CB ,Deposits,38
New Account,2/17/2020,7,7,9,,,,,,,,CB ,Deposits,81
Mortgage Post Closing,2/7/2020,7,7,10,,,,,,,,,,51
Business Banking,2/13/2020,7,7,10,,,,,,,,PB ,Deposits,
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,59
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,92
Digital Banking,2/7/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,84
Mortgage Post Closing,2/7/2020,7,7,9,,,,,,,,,,38
New Account,2/7/2020,6,7,10,,,,,,,,CB ,Deposits,54
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,44
Mortgage Post Closing,2/7/2020,7,7,10,,,,,,,,,,49
Business Banking,2/8/2020,7,7,10,,,,,,,,PB ,Deposits,
New Account,2/8/2020,7,7,10,,,,,,,,CB ,Deposits,20
Retail Banking,2/8/2020,6,6,10,,,,,,,,CB ,Deposits,61
Business Banking,2/19/2020,7,7,10,,,,,,,,CB ,Deposits,
Retail Banking,2/21/2020,7,6,10,,,,,,,,CB ,Deposits,60
Digital Banking,2/12/2020,5,6,8,6,6,6,6,,6,6,CB ,Deposits,83
Digital Banking,2/3/2020,2,4,6,6,1,5,5,,4,6,CB ,Loans,62
Business Banking,2/13/2020,7,7,9,,,,,,,,BB ,Loans,
New Account,2/19/2020,7,7,10,,,,,,,,CB ,Deposits,52
New Account,2/19/2020,7,7,10,,,,,,,,CB ,Deposits,
Digital Banking,2/19/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,76
Digital Banking,2/19/2020,6,7,10,6,6,6,6,,7,7,CB ,Deposits,64
New Account,2/19/2020,7,7,10,,,,,,,,PB ,Deposits,67
New Account,2/19/2020,6,6,7,,,,,,,,PB ,Deposits,55
Digital Banking,2/19/2020,7,7,9,6,6,5,6,,6,6,CB ,Deposits,65
Business Banking,2/19/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,2/21/2020,7,5,7,,,,,,,,BB ,Deposits,
Digital Banking,2/10/2020,6,6,9,6,6,6,6,,7,6,CB ,Deposits,62
Retail Banking,2/25/2020,7,7,10,,,,,,,,CB ,Deposits,71
Retail Banking,2/24/2020,7,7,7,,,,,,,,CB ,Deposits,74
Retail Banking,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,85
Mortgage Post Closing,2/15/2020,7,7,10,,,,,,,,,,53
Business Banking,2/17/2020,6,7,9,,,,,,,,BB ,Deposits,
Digital Banking,2/17/2020,6,7,7,6,6,6,6,,6,6,CB ,Deposits,51
Digital Banking,2/14/2020,6,6,9,5,5,5,7,,5,7,CB ,Deposits,57
New Account,2/14/2020,7,7,10,,,,,,,,CB ,Deposits,48
New Account,2/14/2020,7,7,10,,,,,,,,CB ,Deposits,44
New Account,2/14/2020,6,6,8,,,,,,,,CB ,Deposits,49
Retail Banking,2/17/2020,7,7,10,,,,,,,,PB ,Deposits,70
New Account,2/10/2020,7,7,10,,,,,,,,CB ,Deposits,50
New Account,2/18/2020,6,6,8,,,,,,,,CB ,Deposits,
Mortgage Post Closing,2/26/2020,4,6,9,,,,,,,,,,65
New Account,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,43
Digital Banking,2/21/2020,5,6,9,7,7,3,7,,7,7,CB ,Deposits,43
Digital Banking,2/21/2020,4,7,10,5,4,4,4,,4,6,PB ,Deposits,68
Retail Banking,2/17/2020,7,7,10,,,,,,,,PB ,Loans,47
New Account,2/17/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,58
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,89
Business Banking,2/27/2020,6,n/a,8,,,,,,,,PB ,Deposits,
Business Banking,2/27/2020,7,7,10,,,,,,,,BB ,Deposits,
Loan,2/14/2020,7,7,10,,,,,,,,CB ,Loans,51
Digital Banking,2/13/2020,4,7,10,6,4,6,6,,5,7,CB ,Deposits,81
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,76
Retail Banking,2/12/2020,6,6,9,,,,,,,,CB ,Deposits,37
New Account,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,75
Mortgage Post Closing,2/15/2020,7,7,10,,,,,,,,,,25
Loan,2/14/2020,7,7,10,,,,,,,,CB ,Loans,22
Digital Banking,2/14/2020,7,7,10,7,7,7,6,,7,7,CB ,Deposits,80
Digital Banking,2/15/2020,5,6,9,7,7,6,6,,4,6,CB ,Deposits,48
Digital Banking,2/13/2020,6,6,7,6,3,4,6,,6,5,CB ,Deposits,69
Digital Banking,2/13/2020,5,6,8,6,5,3,6,,5,5,CB ,Deposits,46
New Account,2/13/2020,7,7,10,,,,,,,,CB ,Deposits,57
Loan,2/18/2020,5,7,10,,,,,,,,CB ,Loans,31
Business Banking,2/13/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,2/18/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,2/13/2020,7,7,10,,,,,,,,CB ,Deposits,81
Retail Banking,2/17/2020,6,7,10,,,,,,,,CB ,Deposits,46
Loan,2/14/2020,6,6,10,,,,,,,,CB ,Loans,83
New Account,2/10/2020,7,7,10,,,,,,,,CB ,Deposits,22
New Account,2/10/2020,7,7,10,,,,,,,,CB ,Deposits,65
Business Banking,2/10/2020,7,7,10,,,,,,,,CB ,Deposits,
Business Banking,2/10/2020,7,7,10,,,,,,,,BB ,Deposits,
Digital Banking,2/14/2020,6,6,9,6,6,6,5,,6,6,CB ,Deposits,74
Retail Banking,2/14/2020,7,7,10,,,,,,,,CB ,Deposits,71
Business Banking,2/12/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,69
Business Banking,2/5/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,27
Mortgage Post Application,2/7/2020,7,7,10,,,,,,,,,,63
Business Banking,2/5/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,2/5/2020,5,7,10,,,,,,,,CB ,Deposits,30
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,86
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,32
Business Banking,2/5/2020,7,7,10,,,,,,,,PB ,Deposits,
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,86
New Account,2/5/2020,6,6,10,,,,,,,,CB ,Deposits,60
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,82
New Account,2/1/2020,7,7,10,,,,,,,,CB ,Deposits,49
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,24
Retail Banking,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,52
Digital Banking,2/5/2020,6,6,9,5,5,6,5,,5,5,CB ,Deposits,69
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,56
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,45
New Account,2/5/2020,7,7,10,,,,,,,,BB ,Deposits,56
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,46
Loan,2/5/2020,7,7,10,,,,,,,,CB ,Loans,20
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,36
New Account,2/1/2020,7,7,10,,,,,,,,CB ,Deposits,65
New Account,2/1/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,84
Business Banking,2/5/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,65
New Account,2/5/2020,7,6,6,,,,,,,,CB ,Deposits,82
Loan,2/6/2020,7,7,10,,,,,,,,CB ,Loans,61
New Account,2/6/2020,7,7,10,,,,,,,,CB ,Deposits,
Loan,2/5/2020,5,6,9,,,,,,,,CB ,Loans,35
New Account,2/5/2020,7,6,10,,,,,,,,CB ,Deposits,41
Digital Banking,2/5/2020,7,7,10,7,6,6,7,,7,7,CB ,Loans,67
New Account,2/5/2020,5,6,10,,,,,,,,CB ,Deposits,28
New Account,2/6/2020,7,7,10,,,,,,,,CB ,Deposits,49
Business Banking,2/5/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,2/5/2020,6,5,8,,,,,,,,PB ,Deposits,
Retail Banking,2/5/2020,6,5,9,,,,,,,,CB ,Deposits,71
Digital Banking,2/5/2020,2,7,10,2,2,2,3,,3,7,CB ,Deposits,77
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,43
Retail Banking,2/6/2020,7,7,10,,,,,,,,CB ,Deposits,72
Digital Banking,2/6/2020,6,7,10,7,7,6,7,,7,7,CB ,Deposits,66
Retail Banking,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,59
Retail Banking,2/5/2020,6,3,9,,,,,,,,CB ,Loans,46
Digital Banking,2/6/2020,6,7,10,7,7,5,6,,7,7,CB ,Deposits,62
Business Banking,2/5/2020,1,6,5,,,,,,,,BB ,Deposits,
Business Banking,2/5/2020,7,6,6,,,,,,,,BB ,Deposits,
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,39
Loan,2/5/2020,6,7,10,,,,,,,,CB ,Loans,71
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,70
New Account,2/1/2020,7,6,9,,,,,,,,CB ,Deposits,63
New Account,2/5/2020,7,7,10,,,,,,,,CB ,Deposits,66
Digital Banking,2/13/2020,7,6,9,7,5,7,7,,6,7,BB ,Deposits,
Retail Banking,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,54
Retail Banking,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,51
Retail Banking,2/7/2020,7,7,10,,,,,,,,PB ,Loans,77
Digital Banking,2/7/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,87
Digital Banking,2/4/2020,5,4,7,2,3,2,5,,5,5,CB ,Deposits,46
Digital Banking,2/4/2020,2,7,10,1,1,1,1,,1,1,CB ,Deposits,74
Digital Banking,2/4/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,72
Digital Banking,2/4/2020,3,7,10,5,5,5,2,,6,4,CB ,Deposits,56
Mortgage Post Application,2/7/2020,5,7,10,,,,,,,,,,54
Wealth Management,2/8/2020,7,7,10,,,,,,,,WM,Investments,66
New Account,2/1/2020,7,7,10,,,,,,,,CB ,Deposits,20
Business Banking,2/13/2020,6,6,10,,,,,,,,MM ,Deposits,
Digital Banking,2/7/2020,6,7,10,7,6,6,7,,7,7,CB ,Deposits,30
Digital Banking,2/19/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,62
Business Banking,2/19/2020,7,7,10,,,,,,,,C RE ,Deposits,
Retail Banking,2/11/2020,7,7,10,,,,,,,,CB ,Deposits,63
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,88
Business Banking,2/10/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/13/2020,7,7,10,,,,,,,,CB ,Deposits,63
Digital Banking,2/10/2020,5,5,7,5,5,6,6,,5,7,BB ,Deposits,
Digital Banking,2/7/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,72
New Account,2/7/2020,7,6,7,,,,,,,,CB ,Deposits,55
Loan,2/26/2020,7,4,10,,,,,,,,CB ,Loans,33
Retail Banking,2/8/2020,7,7,10,,,,,,,,CB ,Deposits,88
Retail Banking,2/6/2020,7,4,5,,,,,,,,CB ,Deposits,66
New Account,2/1/2020,7,7,10,,,,,,,,CB ,Deposits,43
New Account,2/1/2020,7,7,10,,,,,,,,CB ,Deposits,71
New Account,2/1/2020,7,7,10,,,,,,,,CB ,Deposits,66
New Account,2/1/2020,6,6,8,,,,,,,,CB ,Deposits,39
Closed Account,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,61
Retail Banking,2/5/2020,4,1,4,,,,,,,,CB ,Deposits,70
Retail Banking,2/6/2020,7,6,10,,,,,,,,CB ,Deposits,62
Digital Banking,2/6/2020,7,6,10,6,5,6,6,,7,7,CB ,Deposits,85
Business Banking,2/6/2020,1,1,0,,,,,,,,BB ,Deposits,
Business Banking,2/6/2020,5,n/a,6,,,,,,,,BB ,Deposits,
Retail Banking,2/7/2020,7,7,10,,,,,,,,CB ,Deposits,69
New Account,2/6/2020,7,7,10,,,,,,,,CB ,Deposits,74
Mortgage Post Application,2/7/2020,7,6,10,,,,,,,,,,69
New Account,2/6/2020,5,6,8,,,,,,,,CB ,Deposits,59
New Account,2/6/2020,6,6,10,,,,,,,,CB ,Deposits,51
New Account,2/6/2020,7,6,10,,,,,,,,CB ,Deposits,29
New Account,2/6/2020,7,7,10,,,,,,,,CB ,Deposits,37
Loan,2/6/2020,7,7,10,,,,,,,,CB ,Loans,64
Loan,2/6/2020,4,7,10,,,,,,,,CB ,Loans,40
Loan,2/6/2020,7,7,10,,,,,,,,CB ,Loans,65
Digital Banking,2/6/2020,5,7,10,3,4,5,5,,5,5,CB ,Deposits,66
Digital Banking,2/7/2020,3,7,5,1,2,1,4,,1,5,CB ,Deposits,66
Digital Banking,2/7/2020,6,6,9,6,6,6,6,,6,6,CB ,Deposits,68
Business Banking,2/7/2020,6,6,9,,,,,,,,BB ,Deposits,
Retail Banking,2/6/2020,5,5,9,,,,,,,,CB ,Deposits,59
Closed Account,2/22/2020,6,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/24/2020,7,7,9,,,,,,,,CB ,Loans,75
Digital Banking,2/24/2020,5,5,8,5,5,5,5,,4,6,CB ,Loans,58
Retail Banking,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,88
Business Banking,2/24/2020,7,6,9,,,,,,,,BB ,Deposits,
Digital Banking,2/21/2020,7,7,10,6,6,6,7,,7,7,CB ,Loans,69
New Account,2/19/2020,7,7,10,,,,,,,,CB ,Deposits,81
Loan,2/21/2020,7,7,10,,,,,,,,CB ,Loans,57
Retail Banking,2/24/2020,5,n/a,0,,,,,,,,CB ,Deposits,69
Retail Banking,2/25/2020,7,6,10,,,,,,,,CB ,Deposits,48
Retail Banking,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,86
Closed Account,2/21/2020,7,7,,,,,,,,,CB ,Loans,72
Closed Account,2/28/2020,7,7,10,,,,,,,,CB ,Loans,59
Closed Account,2/22/2020,1,5,0,,,,,,,,CB ,Deposits,72
Digital Banking,2/24/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,24
Retail Banking,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,59
Closed Account,2/22/2020,7,6,9,,,,,,,,CB ,Loans,52
Closed Account,2/22/2020,2,2,3,,,,,,,,CB ,Deposits,21
Closed Account,2/22/2020,7,7,10,,,,,,,,CB ,Deposits,87
Closed Account,2/22/2020,7,7,4,,,,,,,,CB ,Deposits,22
Closed Account,2/22/2020,7,7,10,,,,,,,,PB ,Deposits,
Closed Account,2/22/2020,7,3,1,,,,,,,,CB ,Deposits,54
Retail Banking,2/21/2020,6,7,8,,,,,,,,CB ,Deposits,64
Loan,2/21/2020,7,7,10,,,,,,,,CB ,Loans,82
Retail Banking,2/19/2020,5,7,8,,,,,,,,CB ,Deposits,76
New Account,2/18/2020,7,7,10,,,,,,,,CB ,Deposits,84
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Loans,98
Retail Banking,2/17/2020,7,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,2/18/2020,7,7,10,,,,,,,,CB ,Deposits,79
Loan,2/18/2020,3,7,8,,,,,,,,CB ,Loans,61
Retail Banking,2/18/2020,6,6,9,,,,,,,,CB ,Deposits,55
Business Banking,2/18/2020,7,6,10,,,,,,,,PB ,Deposits,
Digital Banking,2/18/2020,6,6,9,6,6,6,6,,6,6,CB ,Deposits,66
New Account,2/21/2020,7,6,8,,,,,,,,BB ,Deposits,67
Wealth Management,2/21/2020,7,6,10,,,,,,,,WM,Investments,46
Mortgage Post Closing,2/25/2020,7,7,10,,,,,,,,,,34
Retail Banking,2/18/2020,7,6,10,,,,,,,,CB ,Deposits,78
Loan,2/28/2020,7,7,10,,,,,,,,CB ,Loans,34
Digital Banking,2/19/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,83
Loan,2/18/2020,7,6,7,,,,,,,,CB ,Loans,37
New Account,2/18/2020,7,7,10,,,,,,,,CB ,Deposits,85
Loan,2/28/2020,7,7,10,,,,,,,,CB ,Loans,64
Retail Banking,2/28/2020,7,7,10,,,,,,,,CB ,Deposits,89
Retail Banking,2/28/2020,7,n/a,10,,,,,,,,CB ,Deposits,84
Retail Banking,2/28/2020,7,7,10,,,,,,,,PB ,Loans,63
Retail Banking,2/28/2020,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,2/29/2020,7,7,10,,,,,,,,CB ,Deposits,76
Business Banking,2/28/2020,7,6,10,,,,,,,,MM ,Deposits,
Mortgage Post Closing,2/25/2020,7,7,10,,,,,,,,,,65
Retail Banking,2/26/2020,7,7,10,,,,,,,,CB ,Deposits,57
Retail Banking,2/22/2020,7,7,8,,,,,,,,CB ,Deposits,86
Business Banking,2/21/2020,5,4,7,,,,,,,,BB ,Deposits,
Business Banking,2/21/2020,1,1,0,,,,,,,,BB ,Loans,
Digital Banking,2/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,80
Digital Banking,2/21/2020,6,6,9,7,5,5,5,,5,6,CB ,Deposits,57
Retail Banking,2/21/2020,7,7,10,,,,,,,,CB ,Deposits,54
Loan,2/21/2020,7,7,10,,,,,,,,CB ,Loans,61
Loan,2/21/2020,7,7,10,,,,,,,,CB ,Loans,60
Loan,2/21/2020,7,7,10,,,,,,,,CB ,Loans,74
Digital Banking,2/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,69
Digital Banking,2/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,32
Mortgage Post Closing,2/22/2020,7,7,10,,,,,,,,,,31
Retail Banking,2/21/2020,7,7,10,,,,,,,,CB ,Loans,83
Digital Banking,2/21/2020,6,7,10,7,7,6,5,,7,7,PB ,Deposits,71
Business Banking,2/22/2020,7,7,10,,,,,,,,BB ,Loans,
Closed Account,2/22/2020,7,7,10,,,,,,,,CB ,Deposits,70
Digital Banking,2/21/2020,6,7,10,6,6,6,7,,7,7,CB ,Deposits,64
Business Banking,2/19/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,2/19/2020,5,6,10,,,,,,,,PB ,Deposits,
Digital Banking,2/20/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,79
Digital Banking,2/20/2020,5,6,8,4,4,4,5,,4,6,CB ,Deposits,55
New Account,2/20/2020,7,4,8,,,,,,,,CB ,Deposits,32
New Account,2/20/2020,7,7,10,,,,,,,,CB ,Deposits,40
Digital Banking,2/20/2020,4,5,9,5,4,4,4,,5,5,CB ,Deposits,66
Business Banking,2/21/2020,7,7,10,,,,,,,,BB ,Deposits,
Loan,2/27/2020,7,7,10,,,,,,,,CB ,Loans,57
Mortgage Post Closing,2/26/2020,6,7,10,,,,,,,,,,44
Retail Banking,2/26/2020,7,7,10,,,,,,,,CB ,Deposits,18
Retail Banking,2/26/2020,7,7,10,,,,,,,,CB ,Deposits,67
Mortgage Post Application,2/22/2020,2,5,3,,,,,,,,,,39
Retail Banking,2/26/2020,7,7,10,,,,,,,,CB ,Deposits,78
Business Banking,2/22/2020,6,6,9,,,,,,,,BB ,Deposits,
Business Banking,2/21/2020,7,6,10,,,,,,,,MM ,Deposits,
Closed Account,2/22/2020,7,6,10,,,,,,,,PB ,Loans,44
Closed Account,2/22/2020,6,6,10,,,,,,,,BB ,Loans,
Business Banking,2/23/2020,7,7,10,,,,,,,,BB ,Deposits,
Digital Banking,2/21/2020,6,6,9,7,7,7,7,,7,7,CB ,Deposits,62
Closed Account,2/27/2020,7,7,,,,,,,,,CB ,Deposits,74
New Account,2/21/2020,7,7,10,,,,,,,,CB ,Deposits,66
Loan,2/27/2020,7,7,10,,,,,,,,CB ,Loans,86
Loan,2/27/2020,6,7,10,,,,,,,,CB ,Loans,65
Loan,2/27/2020,7,7,10,,,,,,,,CB ,Loans,82
Business Banking,2/27/2020,7,7,10,,,,,,,,BB ,Deposits,
Closed Account,2/27/2020,7,7,10,,,,,,,,CB ,Deposits,92
Business Banking,2/7/2020,6,7,10,,,,,,,,BB ,Deposits,
Digital Banking,2/21/2020,6,6,8,6,6,5,5,,6,6,CB ,Deposits,69
Digital Banking,2/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,63
Digital Banking,2/21/2020,6,7,9,7,7,5,7,,7,7,CB ,Deposits,59
New Account,2/21/2020,7,7,10,,,,,,,,CB ,Deposits,62
Retail Banking,2/21/2020,7,7,8,,,,,,,,PB ,Loans,60
Closed Account,2/27/2020,7,7,10,,,,,,,,CB ,Deposits,66
Business Banking,2/26/2020,7,7,10,,,,,,,,PB ,Deposits,
Closed Account,2/27/2020,7,7,10,,,,,,,,CB ,Deposits,81
Retail Banking,2/25/2020,7,7,10,,,,,,,,CB ,Loans,49
Business Banking,2/26/2020,7,7,8,,,,,,,,PB ,Deposits,
Digital Banking,2/20/2020,7,7,10,7,7,7,6,,6,7,CB ,Loans,63
Business Banking,2/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Loan,2/18/2020,7,7,10,,,,,,,,CB ,Loans,65
Retail Banking,2/18/2020,6,4,7,,,,,,,,CB ,Deposits,55
Retail Banking,2/18/2020,7,7,10,,,,,,,,CB ,Deposits,91
Business Banking,2/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,2/18/2020,7,7,10,,,,,,,,CB ,Deposits,93
Retail Banking,2/25/2020,6,5,10,,,,,,,,PB ,Loans,55
Retail Banking,2/25/2020,7,7,10,,,,,,,,CB ,Deposits,77
Business Banking,2/27/2020,7,7,10,,,,,,,,BB ,Loans,
New Account,2/18/2020,7,7,10,,,,,,,,CB ,Deposits,47
Retail Banking,2/25/2020,7,7,10,,,,,,,,CB ,Deposits,82
New Account,2/20/2020,7,7,10,,,,,,,,CB ,Deposits,21
New Account,2/20/2020,7,7,8,,,,,,,,CB ,Deposits,68
New Account,2/20/2020,7,7,10,,,,,,,,CB ,Deposits,82
Business Banking,2/20/2020,6,6,9,,,,,,,,BB ,Deposits,
New Account,2/24/2020,7,7,10,,,,,,,,CB ,Deposits,76
New Account,2/24/2020,7,7,10,,,,,,,,PB ,Deposits,80
Digital Banking,2/24/2020,5,6,8,6,5,4,5,,5,5,CB ,Deposits,48
Digital Banking,2/13/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,71
Business Banking,2/26/2020,6,6,8,,,,,,,,C RE ,Deposits,
